,URL,Title,Author,Date,Metas
0,https://baomoi.com/noi-lai-mot-so-chuyen-bay-thuong-mai-quoc-te-tu-15-9/c/36385489.epi,Nối lại một số chuyến bay thương mại quốc tế từ 15/9 - Báo Tin Tức TTXVN,TTXVN/Báo Tin tức,2020-09-15 19:19:00,"{'keywords': 'đường bay,nối lại,thương mại quốc tế,tần suất,Trung Quốc,chuyến bay,Phạm Bình Minh,RT-PCR,thường lệ,nhập cảnh,văn phòng chính phủ,TAIPEI,phó thủ tướng,âm tính,quảng châu,phnom penh,đối tác,cách ly,lên máy bay,SARS-COV-2', 'description': 'Văn phòng Chính phủ vừa có văn bản thông báo Kết luận của Phó Thủ tướng Chính phủ Phạm Bình Minh tại cuộc họp ngày 8/9 về việc cho phép tổ chức các chuyến bay thương mại quốc tế thường lệ giữa Việt Nam và một số đối tác.', 'author': 'BAOMOI.COM', 'msvalidate.01': '94801D71438B64887D4670AB4661921E', 'robots': 'noarchive', 'googlebot': 'noarchive', 'apple-itunes-app': 'app-id=651979466', 'google-play-app': 'app-id=com.epi', 'apple-mobile-web-app-title': 'Báo Mới', 'application-name': 'Báo Mới', 'msapplication-TileColor': '#ffc40d', 'msapplication-TileImage': 'https://baomoi-static.zadn.vn/favicons/mstile-144x144.png', 'msapplication-config': 'https://baomoi-static.zadn.vn/favicons/browserconfig.xml', 'theme-color': '#ffffff', 'google-site-verification': 'VmslVkfbNFUAhjBYmq-AAt1yL7KsmwHCqUyWLgYipao'}"
1,https://baomoi.com/bi-cuong-hiep-tap-the-truoc-mat-cac-con-vi-xe-het-xang-giua-duong-nguoi-me-con-bi-do-loi-nguoc/c/36372693.epi,"Bị cưỡng hiếp tập thể trước mặt các con vì xe hết xăng giữa đường, người mẹ còn bị đổ lỗi ngược - SaoStar",Phương An,2020-09-14 19:00:00,"{'keywords': 'hết xăng,pakistan,các con,hiếp dâm,đường cao tốc,Lahore,giữa đường,người mẹ,đổ lỗi,trước mặt,tập thể,chấn động,mắc kẹt,ngược,phụ nữ,đập vỡ,kẻ tấn công,đồ trang sức,cửa kính,lôi', 'description': 'Mới đây, một vụ cưỡng hiếp tập thể một người phụ nữ bị mắc kẹt trên đường cao tốc đã gây chấn động khắp Pakistan.', 'author': 'BAOMOI.COM', 'msvalidate.01': '94801D71438B64887D4670AB4661921E', 'robots': 'noarchive', 'googlebot': 'noarchive', 'apple-itunes-app': 'app-id=651979466', 'google-play-app': 'app-id=com.epi', 'apple-mobile-web-app-title': 'Báo Mới', 'application-name': 'Báo Mới', 'msapplication-TileColor': '#ffc40d', 'msapplication-TileImage': 'https://baomoi-static.zadn.vn/favicons/mstile-144x144.png', 'msapplication-config': 'https://baomoi-static.zadn.vn/favicons/browserconfig.xml', 'theme-color': '#ffffff', 'google-site-verification': 'VmslVkfbNFUAhjBYmq-AAt1yL7KsmwHCqUyWLgYipao'}"
2,https://baomoi.com/tu-15-9-viet-nam-noi-lai-chuyen-bay-thuong-mai-quoc-te/c/36385793.epi,Từ 15-9: Việt Nam nối lại chuyến bay thương mại quốc tế - Báo Sài Gòn Giải Phóng,PHAN THẢO,2020-09-15 19:55:00,"{'keywords': 'đường bay,Thông báo 330/TB-VPCP,thương mại quốc tế,nối lại,chuyến bay,bộ giao thông vận tải,RT-PCR,thường lệ,TAIPEI,phó thủ tướng,văn phòng chính phủ,nhập cảnh,Phạm Bình Minh,quá cảnh,thu phí,cách ly,âm tính,thân nhân,SARS-COV-2,có đi có lại', 'description': 'Ngày 15-9, Văn phòng Chính phủ đã có Thông báo 330/TB-VPCP kết luận của Phó Thủ tướng Chính phủ Phạm Bình Minh tại cuộc họp về việc cho phép các chuyến bay thương mại quốc tế thường lệ giữa Việt Nam và một số đối tác.', 'author': 'BAOMOI.COM', 'msvalidate.01': '94801D71438B64887D4670AB4661921E', 'robots': 'noarchive', 'googlebot': 'noarchive', 'apple-itunes-app': 'app-id=651979466', 'google-play-app': 'app-id=com.epi', 'apple-mobile-web-app-title': 'Báo Mới', 'application-name': 'Báo Mới', 'msapplication-TileColor': '#ffc40d', 'msapplication-TileImage': 'https://baomoi-static.zadn.vn/favicons/mstile-144x144.png', 'msapplication-config': 'https://baomoi-static.zadn.vn/favicons/browserconfig.xml', 'theme-color': '#ffffff', 'google-site-verification': 'VmslVkfbNFUAhjBYmq-AAt1yL7KsmwHCqUyWLgYipao'}"
3,https://baomoi.com/dau-an-chi-dao-cua-tong-bi-thu-chu-tich-nuoc-ve-chuan-bi-dai-hoi-xiii-cua-dang/c/36387024.epi,"DẤU ẤN CHỈ ĐẠO CỦA TỔNG BÍ THƯ, CHỦ TỊCH NƯỚC VỀ CHUẨN BỊ ĐẠI HỘI XIII CỦA ĐẢNG - Truyền Hình Quốc Hội Việt Nam",,2020-09-15 23:02:30,"{'keywords': 'tổng bí thư,chủ tịch nước,Nguyễn Phú Trọng,XIII,Đại hội XIII,đại hội,dấu ấn,đảng,tiểu ban,văn kiện,tiêu đề,chỉ đạo,thật tốt,cô đọng,bài viết,súc tích,chuẩn bị,đất nước,trưởng,truyền đạt', 'description': ""Để chuẩn bị cho Đại hội XIII của Đảng, Tổng Bí thư, Chủ tịch nước Nguyễn Phú Trọng, Trưởng Tiểu ban Văn kiện Ðại hội XIII của Ðảng đã có bài viết quan trọng với tiêu đề 'Chuẩn bị và tiến hành thật tốt Ðại hội XIII của Ðảng, đưa đất nước bước vào một giai đoạn phát triển mới. Ðây là lần thứ ba Tổng Bí thư, Chủ tịch nước có bài viết quan trọng, truyền đạt cô đọng, súc tích, đầy đủ, toàn diện, sâu sắc định hướng, tinh thần chỉ đạo của Ðảng đối với công tác chuẩn bị và tiến hành đại hội đảng bộ các cấp tiến tới Ðại hội XIII của Ðảng. Bài viết đã để lại nhiều dấu ấn nổi bật, truyền cảm hứng cho cán bộ, đảng viên và nhân dân cả nước."", 'author': 'BAOMOI.COM', 'msvalidate.01': '94801D71438B64887D4670AB4661921E', 'robots': 'noarchive', 'googlebot': 'noarchive', 'apple-itunes-app': 'app-id=651979466', 'google-play-app': 'app-id=com.epi', 'apple-mobile-web-app-title': 'Báo Mới', 'application-name': 'Báo Mới', 'msapplication-TileColor': '#ffc40d', 'msapplication-TileImage': 'https://baomoi-static.zadn.vn/favicons/mstile-144x144.png', 'msapplication-config': 'https://baomoi-static.zadn.vn/favicons/browserconfig.xml', 'theme-color': '#ffffff', 'google-site-verification': 'VmslVkfbNFUAhjBYmq-AAt1yL7KsmwHCqUyWLgYipao'}"
4,https://baomoi.com/mo-lai-6-duong-bay-quoc-te-nguoi-nhap-canh-phai-co-giay-xac-nhan-am-tinh/c/36386923.epi,"Mở lại 6 đường bay quốc tế, người nhập cảnh phải có giấy xác nhận âm tính - Tạp chí Người Đô Thị",Lam Thanh,2020-09-15 22:32:00,"{'keywords': 'đường bay,nối lại,quốc tế,nhập cảnh,âm tính,tần suất,thương mại quốc tế,dịch,Trung Quốc,chuyến bay,thường lệ,RT-PCR,TAIPEI,Phạm Bình Minh,phó thủ tướng,xác nhận,quảng châu,đối tác,phnom penh,cách ly', 'description': 'Văn phòng Chính phủ vừa có thông báo kết luận của Phó thủ tướng Chính phủ Phạm Bình Minh tại cuộc họp về việc cho phép các chuyến bay thương mại quốc tế thường lệ giữa Việt Nam và một số đối tác.', 'author': 'BAOMOI.COM', 'msvalidate.01': '94801D71438B64887D4670AB4661921E', 'robots': 'noarchive', 'googlebot': 'noarchive', 'apple-itunes-app': 'app-id=651979466', 'google-play-app': 'app-id=com.epi', 'apple-mobile-web-app-title': 'Báo Mới', 'application-name': 'Báo Mới', 'msapplication-TileColor': '#ffc40d', 'msapplication-TileImage': 'https://baomoi-static.zadn.vn/favicons/mstile-144x144.png', 'msapplication-config': 'https://baomoi-static.zadn.vn/favicons/browserconfig.xml', 'theme-color': '#ffffff', 'google-site-verification': 'VmslVkfbNFUAhjBYmq-AAt1yL7KsmwHCqUyWLgYipao'}"
5,https://baomoi.com/an-mang-dau-long-vi-keu-ban-trai-bang-cung/c/36358351.epi,Án mạng đau lòng vì kêu bạn trai bằng 'cưng' - Báo Người Lao Động,PHẠM DŨNG,2020-09-13 11:20:51,"{'keywords': 'án mạng,cưng,Nguyễn Minh Thỏa,bạn trai,Nguyễn Hoài Hận,đau lòng,Võ Thành Nhân,lao lý,đường Bình Thành,VKSND TP HCM,nhắn tin,Nguyễn Văn Trung,nhậu,hiểu lầm,Bình Hưng Hòa B,Nguyễn Thị Phượng,phòng trọ,vướng,cáo trạng,gây rối trật tự công cộng', 'description': 'Chỉ vì nhắn tin kêu bạn trai bằng cưng và xảy ra hiểu lầm trên bàn nhậu mà xảy ra án mạng khiến một người tử vong và nhiều người khác vướng vòng lao lý.', 'author': 'BAOMOI.COM', 'msvalidate.01': '94801D71438B64887D4670AB4661921E', 'robots': 'noarchive', 'googlebot': 'noarchive', 'apple-itunes-app': 'app-id=651979466', 'google-play-app': 'app-id=com.epi', 'apple-mobile-web-app-title': 'Báo Mới', 'application-name': 'Báo Mới', 'msapplication-TileColor': '#ffc40d', 'msapplication-TileImage': 'https://baomoi-static.zadn.vn/favicons/mstile-144x144.png', 'msapplication-config': 'https://baomoi-static.zadn.vn/favicons/browserconfig.xml', 'theme-color': '#ffffff', 'google-site-verification': 'VmslVkfbNFUAhjBYmq-AAt1yL7KsmwHCqUyWLgYipao'}"
6,https://baomoi.com/thuc-khach-bo-toc-vao-phan-an-doi-duoc-mien-phi/c/36387027.epi,"Thực khách bỏ tóc vào phần ăn, đòi được miễn phí - Zing - Tri thức trực tuyến",Video: Live Leak,2020-09-15 23:00:00,"{'keywords': 'thực khách,miễn phí,đòi,người đàn ông,thức ăn,nhà hàng,bữa ăn', 'description': 'Hai người đàn ông đã bỏ lông và tóc vào phần thức ăn của mình để yêu cầu nhà hàng miễn phí bữa ăn, nhưng sự việc đã bị camera ghi lại.', 'author': 'BAOMOI.COM', 'msvalidate.01': '94801D71438B64887D4670AB4661921E', 'robots': 'noarchive', 'googlebot': 'noarchive', 'apple-itunes-app': 'app-id=651979466', 'google-play-app': 'app-id=com.epi', 'apple-mobile-web-app-title': 'Báo Mới', 'application-name': 'Báo Mới', 'msapplication-TileColor': '#ffc40d', 'msapplication-TileImage': 'https://baomoi-static.zadn.vn/favicons/mstile-144x144.png', 'msapplication-config': 'https://baomoi-static.zadn.vn/favicons/browserconfig.xml', 'theme-color': '#ffffff', 'google-site-verification': 'VmslVkfbNFUAhjBYmq-AAt1yL7KsmwHCqUyWLgYipao'}"
7,https://baomoi.com/la-rapper-wowy-hat-ngang-nhu-cua-ra-sao/c/36387079.epi,"Là rapper, Wowy hát 'ngang như cua' ra sao? - Báo Giao Thông",Hồ An,2020-09-15 23:19:33,"{'keywords': 'WOWY,rap,Rap Việt,rapper,cua,ca hát,hát,tài tình,bắn,tình đơn phương,kiệm lời,Lam Trường,bụi bặm,giọng hát,lạnh lùng,ngầu,hết hơi,nam tính,luyến láy', 'description': ""Có khả năng 'bắn' rap tài tình nhưng khả năng ca hát của Wowy ra sao lại là chuyện khác."", 'author': 'BAOMOI.COM', 'msvalidate.01': '94801D71438B64887D4670AB4661921E', 'robots': 'noarchive', 'googlebot': 'noarchive', 'apple-itunes-app': 'app-id=651979466', 'google-play-app': 'app-id=com.epi', 'apple-mobile-web-app-title': 'Báo Mới', 'application-name': 'Báo Mới', 'msapplication-TileColor': '#ffc40d', 'msapplication-TileImage': 'https://baomoi-static.zadn.vn/favicons/mstile-144x144.png', 'msapplication-config': 'https://baomoi-static.zadn.vn/favicons/browserconfig.xml', 'theme-color': '#ffffff', 'google-site-verification': 'VmslVkfbNFUAhjBYmq-AAt1yL7KsmwHCqUyWLgYipao'}"
8,https://baomoi.com/chinh-thuc-noi-lai-cac-chuyen-bay-thuong-mai-quoc-te-tu-ngay-15-9/c/36385620.epi,Chính thức nối lại các chuyến bay thương mại quốc tế từ ngày 15/9 - Báo Tiền Phong,Văn Kiên,2020-09-15 19:44:09,"{'keywords': 'đường bay,nối lại,hàn quốc,thương mại quốc tế,tần suất,Trung Quốc,chuyến bay,RT-PCR,nhập cảnh,TAIPEI,Phạm Bình Minh,thường lệ,âm tính,phó thủ tướng,đài loan,Lào,quảng châu,Campuchia,đối tác,SARS-COV-2', 'description': 'Các đường bay được thương mại quốc tế được mở lần này là Trung Quốc, Nhật Bản Hàn Quốc, Đài Loan, Campuchia và Lào, tần suất không quá 2 chuyến/1 tuần cho mỗi bên và mỗi đối tác.', 'author': 'BAOMOI.COM', 'msvalidate.01': '94801D71438B64887D4670AB4661921E', 'robots': 'noarchive', 'googlebot': 'noarchive', 'apple-itunes-app': 'app-id=651979466', 'google-play-app': 'app-id=com.epi', 'apple-mobile-web-app-title': 'Báo Mới', 'application-name': 'Báo Mới', 'msapplication-TileColor': '#ffc40d', 'msapplication-TileImage': 'https://baomoi-static.zadn.vn/favicons/mstile-144x144.png', 'msapplication-config': 'https://baomoi-static.zadn.vn/favicons/browserconfig.xml', 'theme-color': '#ffffff', 'google-site-verification': 'VmslVkfbNFUAhjBYmq-AAt1yL7KsmwHCqUyWLgYipao'}"
9,https://baomoi.com/dung-troc-ha-dong-bo-nuoi-kha-banh-bi-bat-o-hoa-binh/c/36348273.epi,Dũng 'trọc' Hà Đông - bố nuôi Khá 'bảnh' bị bắt ở Hòa Bình - Báo VTC News,Minh Tuệ,2020-09-12 08:37:00,"{'keywords': 'trọc,Công an TP Hòa Bình,bảnh,giang hồ,bố nuôi,Hà Đông,quán karaoke,hòa bình,tàng trữ,bị bắt,Nguyễn Văn Dũng,Phố Trần Hưng Đạo,ma túy,tạm giữ,Công an tỉnh Hòa Bình,lắc,Vạn Phúc,trái phép,Hôm Khá Bảnh,Minh Minh', 'description': ""Công an TP Hòa Bình đang tạm giữ Dũng 'trọc' để điều tra làm rõ hành vi sử dụng và tàng trữ ma túy trái phép."", 'author': 'BAOMOI.COM', 'msvalidate.01': '94801D71438B64887D4670AB4661921E', 'robots': 'noarchive', 'googlebot': 'noarchive', 'apple-itunes-app': 'app-id=651979466', 'google-play-app': 'app-id=com.epi', 'apple-mobile-web-app-title': 'Báo Mới', 'application-name': 'Báo Mới', 'msapplication-TileColor': '#ffc40d', 'msapplication-TileImage': 'https://baomoi-static.zadn.vn/favicons/mstile-144x144.png', 'msapplication-config': 'https://baomoi-static.zadn.vn/favicons/browserconfig.xml', 'theme-color': '#ffffff', 'google-site-verification': 'VmslVkfbNFUAhjBYmq-AAt1yL7KsmwHCqUyWLgYipao'}"
